664025980512567296,Le  l gramme,   Georges Larnicol  Le joaillier du chocolat via ,Tue Nov 10 11:25:05 CET 2015,chocolat,4
664025974074449924,Dulta,   Grosse ambiance       https ,Tue Nov 10 11:25:03 CET 2015,chocolat,4
664025951592955904,COLDDINK,Salon du chocolat 2015 vannes Ma cr ation du oi Arthur   porte par Jack uze ,Tue Nov 10 11:24:58 CET 2015,chocolat,4
664025928390074368,tg, le chocolat n a pas besoin de toi  Il te veut m me pas  Alors arr te de courir apr s un mec que t auras pas,Tue Nov 10 11:24:52 CET 2015,chocolat,4
664025902360207360,moreaux raymond,artufo di pizzo Un dessert glac  au chocolat et   la noisette au coeur coulant pour vous faire fondre origina ,Tue Nov 10 11:24:46 CET 2015,chocolat,4
664025815739408384,tg, everybody stay calm   La question est   as tu besoin du chocolat ou le chocolat a t il besoin de toi  ,Tue Nov 10 11:24:26 CET 2015,chocolat,4
664025588223614976,Pomme,   Aliz e avait d j  mang  son manteau et son pull avant de monter sur le podium du Salon du chocolat de Paris  ,Tue Nov 10 11:23:31 CET 2015,chocolat,4
664025267938181120,cedubeton,Aliz e avait d j  mang  son manteau et son pull avant de monter sur le podium du Salon du chocolat de Paris  ,Tue Nov 10 11:22:15 CET 2015,chocolat,4
664025206382546946,COLDDINK,   Un magnifique moment au salon du chocolat ,Tue Nov 10 11:22:00 CET 2015,chocolat,4
664026460626288645,daline ,Jui avec Claire et omanne on est en train de boire un chocolat  ,Tue Nov 10 11:26:59 CET 2015,chocolat,4
664026392619786240,thg,le chocolat ma vie,Tue Nov 10 11:26:43 CET 2015,chocolat,4
664026061441802240,tg,   le chocolat a besoin de moi mais je vais lui mettre un r teau,Tue Nov 10 11:25:24 CET 2015,chocolat,4
664026016998940672,asleep, le chocolat a besoin de moi mais je vais lui mettre un r teau,Tue Nov 10 11:25:14 CET 2015,chocolat,4
664026014373253120,Anon Nhime,Pas les tablettes de chocolat  je pense pas que je puisse en avoir tfa on  a d pend vachement de la g n tique et avec la scoliose jpense,Tue Nov 10 11:25:13 CET 2015,chocolat,4
